================ Training Loss (Sun May 23 13:37:53 2021) ================
(epoch: 1, iters: 100, time: 0.145, data: 0.464) D_A: 0.590 G_A: 0.530 cycle_A: 3.029 idt_A: 1.405 D_B: 0.517 G_B: 0.586 cycle_B: 2.753 idt_B: 1.553 
(epoch: 1, iters: 200, time: 0.146, data: 0.002) D_A: 0.330 G_A: 0.362 cycle_A: 3.465 idt_A: 1.234 D_B: 0.383 G_B: 0.403 cycle_B: 2.707 idt_B: 1.600 
(epoch: 1, iters: 300, time: 0.145, data: 0.002) D_A: 0.286 G_A: 0.366 cycle_A: 1.856 idt_A: 1.087 D_B: 1.407 G_B: 1.122 cycle_B: 2.265 idt_B: 0.927 
(epoch: 1, iters: 400, time: 0.190, data: 0.005) D_A: 0.313 G_A: 0.415 cycle_A: 1.883 idt_A: 1.063 D_B: 0.333 G_B: 0.356 cycle_B: 2.150 idt_B: 0.980 
(epoch: 1, iters: 500, time: 0.145, data: 0.003) D_A: 0.270 G_A: 0.376 cycle_A: 2.673 idt_A: 1.076 D_B: 0.307 G_B: 0.314 cycle_B: 2.228 idt_B: 1.269 
(epoch: 2, iters: 76, time: 0.145, data: 0.002) D_A: 0.271 G_A: 0.315 cycle_A: 1.517 idt_A: 1.168 D_B: 0.389 G_B: 0.477 cycle_B: 2.475 idt_B: 0.705 
(epoch: 2, iters: 176, time: 0.145, data: 0.006) D_A: 0.260 G_A: 0.261 cycle_A: 2.144 idt_A: 0.963 D_B: 0.246 G_B: 0.354 cycle_B: 2.023 idt_B: 1.112 
(epoch: 2, iters: 276, time: 0.190, data: 0.003) D_A: 0.307 G_A: 0.450 cycle_A: 2.520 idt_A: 1.291 D_B: 0.283 G_B: 0.262 cycle_B: 2.734 idt_B: 1.219 
(epoch: 2, iters: 376, time: 0.145, data: 0.004) D_A: 0.435 G_A: 0.572 cycle_A: 1.824 idt_A: 0.976 D_B: 0.263 G_B: 0.299 cycle_B: 2.194 idt_B: 0.677 
(epoch: 2, iters: 476, time: 0.145, data: 0.006) D_A: 0.245 G_A: 0.600 cycle_A: 2.001 idt_A: 1.106 D_B: 0.245 G_B: 0.412 cycle_B: 2.516 idt_B: 1.035 
(epoch: 3, iters: 52, time: 0.144, data: 0.003) D_A: 0.325 G_A: 0.305 cycle_A: 1.908 idt_A: 0.915 D_B: 0.213 G_B: 0.364 cycle_B: 2.024 idt_B: 0.922 
(epoch: 3, iters: 152, time: 0.187, data: 0.002) D_A: 0.578 G_A: 0.659 cycle_A: 2.703 idt_A: 1.059 D_B: 0.329 G_B: 0.424 cycle_B: 2.411 idt_B: 1.336 
(epoch: 3, iters: 252, time: 0.145, data: 0.003) D_A: 0.218 G_A: 0.401 cycle_A: 1.704 idt_A: 1.725 D_B: 0.277 G_B: 0.400 cycle_B: 3.764 idt_B: 0.777 
(epoch: 3, iters: 352, time: 0.144, data: 0.002) D_A: 0.266 G_A: 0.398 cycle_A: 2.145 idt_A: 0.923 D_B: 0.208 G_B: 0.371 cycle_B: 1.931 idt_B: 0.976 
(epoch: 3, iters: 452, time: 0.145, data: 0.003) D_A: 0.193 G_A: 0.362 cycle_A: 1.431 idt_A: 0.945 D_B: 0.265 G_B: 0.487 cycle_B: 2.027 idt_B: 0.590 
(epoch: 4, iters: 28, time: 0.188, data: 0.003) D_A: 0.235 G_A: 0.384 cycle_A: 2.136 idt_A: 1.213 D_B: 0.192 G_B: 0.323 cycle_B: 3.000 idt_B: 1.053 
(epoch: 4, iters: 128, time: 0.145, data: 0.001) D_A: 0.171 G_A: 0.387 cycle_A: 1.854 idt_A: 1.282 D_B: 0.247 G_B: 0.563 cycle_B: 2.696 idt_B: 0.830 
(epoch: 4, iters: 228, time: 0.145, data: 0.003) D_A: 0.194 G_A: 0.503 cycle_A: 2.462 idt_A: 0.948 D_B: 0.246 G_B: 0.573 cycle_B: 1.996 idt_B: 1.101 
(epoch: 4, iters: 328, time: 0.145, data: 0.002) D_A: 0.222 G_A: 0.503 cycle_A: 2.093 idt_A: 0.910 D_B: 0.196 G_B: 0.360 cycle_B: 1.966 idt_B: 0.846 
(epoch: 4, iters: 428, time: 0.184, data: 0.007) D_A: 0.193 G_A: 0.348 cycle_A: 1.413 idt_A: 1.083 D_B: 0.254 G_B: 0.516 cycle_B: 2.308 idt_B: 0.638 
(epoch: 5, iters: 4, time: 0.137, data: 0.003) D_A: 0.539 G_A: 0.822 cycle_A: 1.453 idt_A: 0.800 D_B: 0.280 G_B: 0.213 cycle_B: 2.189 idt_B: 0.685 
(epoch: 5, iters: 104, time: 0.145, data: 0.004) D_A: 0.256 G_A: 0.299 cycle_A: 2.247 idt_A: 0.783 D_B: 0.215 G_B: 0.471 cycle_B: 1.669 idt_B: 1.099 
(epoch: 5, iters: 204, time: 0.145, data: 0.007) D_A: 0.292 G_A: 0.573 cycle_A: 1.577 idt_A: 0.866 D_B: 0.222 G_B: 0.365 cycle_B: 2.029 idt_B: 0.794 
(epoch: 5, iters: 304, time: 0.190, data: 0.003) D_A: 0.228 G_A: 0.463 cycle_A: 2.417 idt_A: 0.735 D_B: 0.179 G_B: 0.453 cycle_B: 1.645 idt_B: 0.879 
(epoch: 5, iters: 404, time: 0.145, data: 0.003) D_A: 0.229 G_A: 0.463 cycle_A: 1.385 idt_A: 1.002 D_B: 0.169 G_B: 0.363 cycle_B: 2.067 idt_B: 0.656 
